date,RR,gap,pi,i
1999-10-01,-0.1577558070421219,2.33723929507314,10.344387933806958,5.31
2000-01-01,0.023246832191944122,1.6023436075430793,12.824207195896697,5.68
2000-04-01,0.36430788040161133,2.353038224167209,12.96141852279902,6.27
2000-07-01,-0.05920252576470375,1.4586976550417246,13.640357538871118,6.52
2000-10-01,0.12293836288154125,1.1198674522514436,13.542175720084062,6.47
2001-01-01,-0.4464053809642792,-0.0834733205327096,13.411660936678576,5.59
2001-04-01,-0.5562474131584167,-0.2792497101637928,13.083337245517104,4.33
2001-07-01,-0.12896162271499634,-1.4450138455918071,10.571211844164369,3.5
2001-10-01,-0.38252805173397064,-1.889345137949116,7.430850003931405,2.13
2002-01-01,-0.5211733728647232,-1.7345809257558191,4.89769288822176,1.73
2002-04-01,0.20813965797424316,-1.7745140498270917,5.236193672632088,1.75
2002-07-01,0.10416614636778831,-2.0033953167361447,6.255957448211712,1.74
2002-10-01,-0.28002669219858944,-2.502121291825241,8.914017915773982,1.44
2003-01-01,0.020289478357881308,-2.5943203068656104,11.731890039553326,1.25
2003-04-01,-0.22915661334991455,-2.330640848765647,7.9443436154149785,1.25
2003-07-01,-0.27175724506378174,-1.2959607982690955,8.770694467124152,1.02
2003-10-01,-0.4209875613451004,-0.7623786873667413,7.927532797568756,1.0
2004-01-01,-0.03696022927761078,-0.8265292219004395,7.205376593890679,1.0
2004-04-01,0.029258914291858673,-0.690791358843858,10.991064137950298,1.01
2004-07-01,0.42685914039611816,-0.39407826524707956,10.560270900147597,1.43
2004-10-01,0.45430444180965424,-0.031800360501144494,13.316397328010618,1.95
2005-01-01,0.16804864257574081,0.43443472007818384,11.960782120629432,2.47
2005-04-01,0.5301627665758133,0.31105469888955883,11.52412918139722,2.94
2005-07-01,0.3095329962670803,0.49158767421559596,14.993710626466978,3.46
2005-10-01,0.26953159645199776,0.4645280382887587,14.434413058268689,3.98
2006-01-01,0.2090218886733055,1.239728348323144,14.497521305802294,4.46
2006-04-01,0.6044538170099258,0.9547159076737989,15.396878171233272,4.91
2006-07-01,0.12615013495087624,0.5897181691493171,13.142837291157534,5.25
2006-10-01,-0.013796832412481308,0.9602626206141607,7.785337311619179,5.25
2007-01-01,0.0863400548696518,0.7726217252723726,9.609560084899243,5.26
2007-04-01,-0.08333438169211149,0.8889437943079245,10.520883620525478,5.25
2007-07-01,-0.5634434130042791,0.9651907426736187,9.286586607103285,5.07
2007-10-01,-0.37889865413308144,1.0926660982666414,15.809316444870989,4.5
